id,name,structure_type,road_name,road_number,road_class,chainage_km,latitude,longitude,span_length_m,no_of_spans,no_of_lanes,no_of_piers,width_m,material,crossing_type,surface_type,year_built,condition_rating,last_inspection_date,district,region,maintenance_station,functional_class,river,overall_rating
BRG-B410,Nakaloke-Kabwangasi-Butebo,bridge,Nakaloke-Kabwangasi-Butebo,C878_Link01,C,0,1.19142,33.797329,4.5,1,2,0,6.5,Steel Truss,01,Unsealed,0,3,2023-11-04,Mbale,Eastern,Mbale,C,,5
BRG-B411,SHIKOYE,bridge,Bumbobi-Bubulo,C867_Link01,C,15.3999996185303,0.94239,34.22361,9.4,2,2,1,6.6,Steel Girder,01,Bituminous,2005,3,2023-07-07,Mbale,Eastern,Mbale,C,MANAFA,7
BRG-B413,ARAGI,bridge,Pakele - Pabbo,C689_Link01,C,0,3.256455,31.92869,75,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,2,2024-01-03,Moyo,Northern,Moyo,C,,1
BRG-B414,LAIMON,bridge,Pakele - Pabbo,C689_Link01,C,0,3.199851,32.022388,33,1,2,0,7.3,Reinforced Concrete,Road over river,Unsealed,0,4,2023-09-05,Moyo,Northern,Moyo,C,,4
BRG-B415,ASIYA BRIDGE,bridge,Mungula - Adjumani,C688_Link02,C,56.2000007629395,3.153729,31.814426,4.2,1,1,0,7.1,Masonry,01,Unsealed,0,4,2022-06-12,Moyo,Northern,Moyo,C,ASIYA RIVER,4
BRG-B430,MURONGO BRIDGE,bridge,Kikagati - Murungo bridge,C354_Link01,C,2.70000004768372,1.065501,30.648222,51.1,1,1,0,7.9,Steel Composite,01,Bituminous,2014,5,2023-10-05,Mbarara,Southern,Mbarara,C,RIVER KAGERA,7
BRG-B450,BUSUNJU BRIDGE,bridge,Nansana - Busunju,A009_Link02,A,0,0.5604,32.21748,80,1,2,0,7.3,Prestressed Concrete,Road over river,Bituminous,2004,5,2022-12-09,Kampala,Central,Kampala,A,,7
BRG-B451,MATE BRIDGE,bridge,Busunju - Kiboga - Lwamata,A009_Link03,A,0,0.61326,32.138569,25,1,2,0,7.3,Steel Girder,Road over river,Bituminous,2007,3,2023-04-08,Kampala,Central,Kampala,A,,7
BRG-B452,NANA BRIDGE,bridge,Busunju - Kiboga - Lwamata,A009_Link03,A,0,0.63059,32.115189,44,1,2,0,7.3,Prestressed Concrete,Road over river,Bituminous,2007,4,2024-05-02,Kampala,Central,Kampala,A,,7
BRG-B453,WAMIKA 2,bridge,Busunju - Kapeeka,C305_Link01,C,0,0.57813,32.235298,41,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,2,2024-04-02,Luwero,Central,Luwero,C,,4
BRG-B454,WAMIKA 1,bridge,Busunju - Kapeeka,C305_Link01,C,0,0.57642,32.23473,25,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,2,2024-05-02,Luwero,Central,Luwero,C,,7
BRG-B455,LUGAZI,bridge,Mukono - Lugazi,A001_Link02,A,0,0.36814,32.935871,56,1,2,0,7.3,Masonry,Road over river,Bituminous,1957,1,2023-12-04,Kampala,Central,Kampala,A,,3
BRG-B456,KEE NAKAWUKA,bridge,Natete - Nakawuka - Kisubi,C178_Link01,C,0,0.27814,32.515999,35,1,2,0,7.3,Timber,Road over river,Unsealed,0,4,2023-05-08,Kampala,Central,Kampala,C,,7
BRG-B457,SCOUL UNDERPASS,bridge,Lugazi - Njeru,A001_Link03,A,0,0.37591,32.959862,36,1,2,0,7.3,Reinforced Concrete,Road over river,Bituminous,1957,1,2024-02-02,Kampala,Central,Kampala,A,,4
BRG-B458,MATAGI,bridge,Busunju - Kiboga - Lwamata,A009_Link03,A,0,0.6833,32.054119,29,1,2,0,7.3,Timber,Road over river,Bituminous,2007,3,2024-04-02,Kampala,Central,Kampala,A,,7
BRG-B459,KABAALE BRIDGE,bridge,Kyankwazi - Ngoma,C315_Link01,C,0,1.12198,31.90852,79,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,3,2023-03-09,Luwero,Central,Luwero,C,,7
BRG-B460,Bridge B460,bridge,Mityana - Naama - Myanzi,A005_Link03,A,0,0.42548,31.96471,62,1,2,0,7.3,Reinforced Concrete,Road over river,Bituminous,2020,5,2022-11-09,Mubende,Central,Mubende,A,,7
BRG-B461,BUKOOLA,bridge,Kyapa - Kasensero,C224_Link01,C,0,0.89951,31.582979,62,1,2,0,7.3,Timber,Road over river,Unsealed,0,2,2024-02-02,Masaka,Central,Masaka,C,,7
BRG-B462,Katonga Bridge,bridge,Buwama - Lukaya,A002_Link04,A,0,0.03426,32.007439,25.0,1,2,0,11.0,Steel Truss,Road over river,Bituminous,1958,1,2024-05-02,Mpigi,Central,Mpigi,A,,7
BRG-B540,RWAMUGANGA-02,bridge,Kabwohe - Kitagata - Kabira(Mitooma),C447_Link01,C,29.2430000305176,0.62338,30.287889,4.2,2,1,1,5.5,Reinforced Concrete,01,Unsealed,0,3,2023-11-04,Mbarara,Southern,Mbarara,C,RWAMUGANGA SWAMP,7
BRG-B541,Murongo Bridge,bridge,Kikagati - Murungo bridge,C354_Link01,C,0,1.0655,30.948231,31.0,1,2,0,4.8,Timber,Road over river,Bituminous,2014,5,2022-09-10,Mbarara,Southern,Mbarara,C,,7
BRG-B542,MIRAMA BORDER 02,bridge,Kafunzo-Kakitumba,C417_Link03,C,35.7099990844727,1.052326,30.459562,21.7,1,1,0,12.1,Steel Truss,01,Bituminous,2017,4,2023-07-07,Kabale,Southern,Kabale,C,RIVER KAGERA,7
BRG-B543,KYAMBU BRIDGE,bridge,Ibanda-Kanoni-Kazo,C356_Link01,C,32.0,0.13287,30.531019,31.9,1,2,0,11.4,Masonry,01,Bituminous,2014,5,2024-01-03,Ibanda,Southern,Ibanda,C,KYAMBU RIVER,7
BRG-B545,NYAMASHEKYE BRIDGE,bridge,Ibanda-Kanoni-Kazo,C356_Link01,C,32.4000015258789,-0.43447,30.460281,34.2,1,2,0,11.4,Prestressed Concrete,01,Bituminous,2014,5,2023-08-06,Ibanda,Southern,Ibanda,C,NYAMASHEKYE,7
BRG-B545-382,NYAMASHEKYE BRIDGE,bridge,Ibanda-Kanoni-Kazo,C356_Link01,C,0,0.09666,30.680361,18.8,1,1,0,4.5,Steel Composite,Road over river,Bituminous,2014,5,2022-06-12,Ibanda,Southern,Ibanda,C,,7
BRG-B546,MPANGA BRIDGE,bridge,Ibanda - Muziza - Kamwenge,B150_Link03,B,98.0,0.10074,30.462099,47.3,1,2,0,11.3,Prestressed Concrete,01,Bituminous,2014,5,2023-03-09,Ibanda,Southern,Ibanda,B,MPANGA RIVER,7
BRG-B547,IBANDA,bridge,Bwizibwera - Ibanda,B150_Link02,B,45.810001373291,-0.17104,30.486179,18.0,1,2,0,8.3,Steel Composite,01,Bituminous,2002,3,2023-04-08,Ibanda,Southern,Ibanda,B,,7
BRG-B549,RWEMBYO BRIDGE,bridge,Kinyamaseke-Kisinga,C513_Link01,C,12.1999998092651,0.07288,29.897579,10.0,1,1,0,4.4,Steel Girder,01,Unsealed,0,4,2022-12-09,Kasese,Southern,Kasese,C,RWEMBYO,7
BRG-B550,KAJWENGE BRIDGE,bridge,Kinyamaseke-Kisinga,C513_Link01,C,8.89999961853027,0.06276,29.872471,5.6,1,1,0,4.5,Steel Truss,01,Unsealed,0,2,2023-06-07,Kasese,Southern,Kasese,C,KAJWENGE RIVER,7
BRG-B551,KYANJUKI,bridge,Kasese - Kilembe mines,C511_Link01,C,0,-0.21362,30.005421,21.5,1,1,0,4.5,Timber,Road over river,Bituminous,2007,4,2023-04-08,Kasese,Southern,Kasese,C,,7
BRG-B552,DELTA BRIDGE,bridge,Mubuku - Kasese,A005_Link13,A,357.230010986328,0.177148,30.088383,10.2,1,2,0,9.9,Timber,01,Bituminous,2007,4,2023-09-05,Kasese,Southern,Kasese,A,,7
BRG-B553,OMUKABARE BRIDGE,bridge,Old Kabale Road (Kigata - Kabunyonyi - N,C424_Link01,C,13.0,-1.303756,30.101078,6.2,1,1,0,6.3,Steel Composite,01,Unsealed,0,3,2023-09-05,Kabale,Southern,Kabale,C,,6
BRG-B554,RUKIRI BRIDGE,bridge,Rubaale - Muhanga - Kabale,A002_Link10,A,344.269989013672,-1.053159,30.182991,14.0,1,2,0,11.0,Prestressed Concrete,01,Bituminous,1985,3,2023-08-06,Kabale,Southern,Kabale,A,RUKIRI RIVER,7
BRG-B555,Kizinga Bridge,bridge,Rwentobo - Ngoma - Kizinga,C422_Link01,C,0,1.14626,30.30652,15.8,1,2,0,4.5,Prestressed Concrete,Road over river,Unsealed,0,4,2022-09-10,Kabale,Southern,Kabale,C,,3
BRG-B556,MUNYANGA BRIDGE,bridge,Rwabuteera-Kanyansande spur,C456_Link01,C,3.79999995231628,-0.93741,29.635759,13.6,1,1,0,5.5,Timber,01,Unsealed,0,3,2022-12-09,Kabale,Southern,Kabale,C,MUTANGA RIVER,5
BRG-B560,Kisinga-Kyarumba-Kibirizi,bridge,Kisinga-Kyarumba-Kibirizi,C513_Link02,C,21.3999996185303,0.11621,29.95256,17.4,1,2,0,8.4,Timber,01,Unsealed,0,2,2024-02-02,Kasese,Southern,Kasese,C,DUNGULUHA,7
BRG-B561,BIRARA BRIDGE,bridge,Ruwerere - Biraara - Kanungu,C459_Link01,C,12.2600002288818,-0.87154,29.86849,16.1,2,2,1,9.0,Reinforced Concrete,01,Unsealed,0,2,2023-11-04,Kabale,Southern,Kabale,C,BIRARA,7
BRG-B600,Kidoko - Kachonga,bridge,Kidoko - Kachonga,C838_Link02,C,8.5,0.94691,34.093479,5.6,2,1,1,3.5,Timber,01,Unsealed,0,3,2023-03-09,Tororo,Eastern,Tororo,C,,7
BRG-B601,Kapir - Ngora,bridge,Kapir - Ngora,C930_Link01,C,19.5,1.41228,33.92091,12.0,2,2,1,14.4,Steel Girder,01,Unsealed,0,3,2024-03-03,Soroti,North Eastern,Soroti,C,,7
BRG-B602,Mulanda - Nagongera,bridge,Mulanda - Nagongera,C836_Link02,C,19.0,0.71138,34.014622,4.5,1,1,0,4.2,Steel Girder,01,Unsealed,0,2,2023-11-04,Tororo,Eastern,Tororo,C,,3
BRG-B603,Kaserem-Kapchorwa-Suam,bridge,Kapchorwa-Suam,B304_Link02,B,7.0,1.41423,34.62104,14.0,1,2,0,15.0,Steel Girder,01,Bituminous,2023,5,2023-08-06,Mbale,Eastern,Mbale,B,,7
BRG-B605,Rubongi - Mulanda,bridge,Rubongi - Mulanda,C844_Link01,C,17.0,0.68541,34.085941,4.0,1,1,0,4.5,Steel Composite,01,Unsealed,0,4,2024-01-03,Tororo,Eastern,Tororo,C,,3
BRG-B606,Kaserem-Kapchorwa-Suam,bridge,Kapchorwa-Suam,B304_Link02,B,7.0,1.41996,34.59985,11.5,1,2,0,15.0,Steel Composite,01,Bituminous,2023,5,2023-08-06,Mbale,Eastern,Mbale,B,,5
BRG-B608,Mbale-Bufumbo,bridge,Mbale-Bufumbo,C880_Link01,C,16.0,1.10831,34.240131,7.0,1,1,0,5.8,Reinforced Concrete,01,Unsealed,0,4,2023-03-09,Mbale,Eastern,Mbale,C,,5
BRG-B609,KAPCHORWA- SUAM,bridge,Kapchorwa-Suam,B304_Link02,B,0,1.41983,34.599781,19.1,1,2,0,15.1,Reinforced Concrete,01,Bituminous,2023,5,2023-12-04,Mbale,Eastern,Mbale,B,,7
BRG-B610,Kanyango Bridge - Kumi,bridge,Kanyago Bridge - Kumi,B305_Link03,B,0,1.41237,33.920898,17.2,2,2,1,13.5,Steel Girder,01,Bituminous,2021,5,2023-02-07,Soroti,North Eastern,Soroti,B,,7
BRG-B611,Kaserem-Kapchorwa-Suam,bridge,Kapchorwa-Suam,B304_Link02,B,0,1.26685,34.743561,30.0,1,2,0,14.0,Steel Truss,01,Bituminous,2023,4,2024-02-02,Mbale,Eastern,Mbale,B,,7
BRG-B612,Kaserem-Kapchorwa-Suam,bridge,Kapchorwa-Suam,B304_Link02,B,0,1.34811,34.633598,35.0,1,2,0,15.5,Prestressed Concrete,01,Bituminous,2023,5,2022-12-09,Mbale,Eastern,Mbale,B,,7
BRG-B630,Mayanja,bridge,Kyenda-Banda-River Mayanja,C608_Link01,C,0,1.121959,31.908895,59,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,2,2023-11-04,Hoima,Western,Hoima,C,,7
BRG-B631,RUTOHA BRIDGE,bridge,Kiziranfumbi - Kabaale,C596_Link01,C,5.01000022888184,1.41141,31.00145,12.7,1,2,0,11.0,Masonry,01,Bituminous,2024,5,2024-04-02,Hoima,Western,Hoima,C,,7
BRG-B632,KINGFISHER,bridge,Kabwoya - Kituti,C591_Link01,C,41.1080017089844,1.24028,30.757919,20.0,2,2,1,10.0,Reinforced Concrete,01,Unsealed,0,2,2023-11-04,Hoima,Western,Hoima,C,,7
BRG-B634,MPANGA,bridge,Kamwenge - Kabambiro - Bigusyo - Bihanga,C571_Link01,C,6.0,0.15818,30.4907,32.2,1,2,0,10.0,Steel Composite,01,Unsealed,0,4,2022-07-12,Fort Portal,Western,Fort Portal,C,MPANGA,7
BRG-B635,WAAKI BRIDGE,bridge,Hoima (Parajwoki) -Biso,C590_Link01,C,35.4599990844727,1.70923,31.376169,27.7,1,2,0,14.1,Steel Truss,01,Bituminous,2022,5,2022-06-12,Hoima,Western,Hoima,C,WAAKI RIVER,7
BRG-B639,BURYAMBWA,bridge,Nyahuka - Busalu - Butoogo,C545_Link01,C,2.83999991416931,0.68622,30.01375,7.4,1,2,0,5.9,Timber,01,Unsealed,0,2,2023-09-05,Fort Portal,Western,Fort Portal,C,BURYAMBWA,5
BRG-B720,LAKUPE BRIDGE,bridge,Potika - Lututur,C706_Link02,C,22.1070003509521,3.730398,32.920879,5.2,1,1,0,3.0,Steel Truss,01,Unsealed,0,4,2024-02-02,Kitgum,Northern,Kitgum,C,LAKUPE RIVER,4
BRG-B731,ODRO BRIDGE,bridge,Biliafe - Otrevu,C762_Link02,C,35.0,3.077631,31.085619,14.8,1,2,0,11.1,Masonry,01,Unsealed,0,2,2024-01-03,Arua,Northern,Arua,C,ODRO RIVER,7
BRG-B732,ISA BRIDGE,bridge,Biliafe - Otrevu,C762_Link02,C,30.5410003662109,3.126947,31.087509,11.6,1,1,0,4.1,Steel Girder,01,Unsealed,0,4,2022-07-12,Arua,Northern,Arua,C,ISA RIVER,5
BRG-B733,NAARA,bridge,Biliafe - Otrevu,C762_Link02,C,0,3.14417,31.08559,34,1,2,0,7.3,Masonry,Road over river,Unsealed,0,3,2024-05-02,Arua,Northern,Arua,C,,2
BRG-B735,GAZI (ALLA),bridge,Rhino camp-Ogoko-Inde,C742_Link01,C,0,2.8897,31.24107,25,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,4,2024-02-02,Arua,Northern,Arua,C,,5
BRG-B736,AYUALA BRIDGE,bridge,Paidha-Zombo,C763_Link01,C,10.4980001449585,2.41427,30.959221,8.0,1,1,0,4.3,Timber,01,Unsealed,0,2,2024-02-02,Arua,Northern,Arua,C,AYUDA RIVER,5
BRG-B737,NYAGAK BRIDGE,bridge,Paidha-Zombo,C763_Link01,C,13.1590003967285,2.43322,30.957674,5.3,2,1,1,4.6,Reinforced Concrete,01,Unsealed,0,3,2023-09-05,Arua,Northern,Arua,C,NYAGAK RIVER,5
BRG-B738,ORA BRIDGE,bridge,Zombo-Vurra,C763_Link02,C,51.1749992370605,2.566893,30.864159,6.6,1,1,0,4.4,Masonry,01,Unsealed,0,2,2023-08-06,Arua,Northern,Arua,C,ORA RIVER,7
BRG-B739,ANIZA BRIDGE,bridge,Zombo-Vurra,C763_Link02,C,56.0730018615723,2.589902,30.891249,6.1,1,1,0,4.8,Masonry,01,Unsealed,0,4,2023-09-05,Arua,Northern,Arua,C,ANIZA RIVER,7
BRG-B740,OMOLO BRIDGE,bridge,Zombo-Vurra,C763_Link02,C,60.4659996032715,2.618398,30.87359,10.1,1,1,0,4.4,Masonry,01,Unsealed,0,3,2023-09-05,Arua,Northern,Arua,C,OMOLO RIVER,6
BRG-B741,ODRUA RIVER,bridge,Zombo-Vurra,C763_Link02,C,70.9589996337891,2.672634,30.859312,6.8,2,1,1,3.9,Steel Truss,01,Unsealed,0,3,2024-05-02,Arua,Northern,Arua,C,ODRUA RIVER,4
BRG-B743,ALLA,bridge,Eruba - Logiri,C749_Link01,C,0,2.96701,30.93187,15,1,2,0,7.3,Steel Girder,Road over river,Unsealed,0,2,2024-01-03,Arua,Northern,Arua,C,,4
BRG-B750,TOCHI 2 BRIDGE,bridge,Anyeke-Minakulu,C665_Link02,C,23.9300003051758,2.408013,32.436497,5.6,1,1,0,3.9,Timber,01,Unsealed,0,2,2024-01-03,Gulu,Northern,Gulu,C,TOCHI 2 RIVER,2
BRG-B751,Okole Bridge 2,bridge,Aduku-Teboke-Loro,C662_Link01,C,0,2.20374,32.513,21,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,3,2023-11-04,Lira,Northern,Lira,C,,0
BRG-B752,TOCHI BRIDGE,bridge,Atapara-Aber-Atura-Kidilani,C693_Link01,C,23.0869998931885,2.22018,32.339561,10.4,3,1,2,5.3,Steel Composite,01,Unsealed,0,4,2023-06-07,Lira,Northern,Lira,C,TOCHI RIVER,3
BRG-B752-427,TOCHI BRIDGE,bridge,Atapara-Aber-Atura-Kidilani,C693_Link01,C,23.0869998931885,2.22018,32.339561,10.0,1,1,0,4.4,Prestressed Concrete,01,Unsealed,0,4,2023-02-07,Lira,Northern,Lira,C,TOCHI RIVER,3
BRG-B760,ITIRIKWA,bridge,Adjumani - Sinyanya Ferry landing,C726_Link01,C,22.5599994659424,3.26724,31.65592,2.0,4,1,3,4.3,Steel Truss,01,Unsealed,0,3,2023-01-08,Moyo,Northern,Moyo,C,ITIRIKWA,3
BRG-B761,ALOI BRIDGE,bridge,Lira - Akia,C650_Link01,C,0,2.27357,33.171299,3.9,1,1,0,4.9,Steel Composite,01,Bituminous,2019,5,2024-02-02,Lira,Northern,Lira,C,ALOI,4
BRG-B762,NAMUKORA,bridge,Naamokora - Lokapel,C678_Link01,C,13.8590002059937,3.34679,33.350052,6.8,2,1,1,4.7,Reinforced Concrete,01,Unsealed,0,2,2023-09-05,Kitgum,Northern,Kitgum,C,PAGER,6
BRG-B763,ENYAU,bridge,Arua - Girigiri - Ovisoni,C751_Link01,C,0.916999995708466,3.01494,30.905081,15.0,1,2,0,11.3,Steel Composite,01,Unsealed,0,3,2023-06-07,Arua,Northern,Arua,C,ENYAU,7
BRG-B764,Amuru Junction - Awee,bridge,Amuru Junction - Awee,C686_Link02,C,55.7000007629395,2.85103,31.746481,4.0,1,1,0,7.0,Masonry,01,Unsealed,0,3,2023-09-05,Gulu,Northern,Gulu,C,,5
BRG-B765,Amuru Junction - Awee,bridge,Amuru Junction - Awee,C686_Link02,C,55.7000007629395,2.85084,31.730659,4.0,1,1,0,7.0,Steel Girder,01,Unsealed,0,4,2023-07-07,Gulu,Northern,Gulu,C,,5
BRG-B766,Amuru Junction - Awee,bridge,Amuru Junction - Awee,C686_Link02,C,57.6500015258789,2.86182,31.714809,3.7,1,1,0,7.0,Steel Girder,01,Unsealed,0,3,2023-02-07,Gulu,Northern,Gulu,C,,5
BRG-B861,ROAD OVER SUGARCANE PLANTATION,bridge,Kakira junction - Iganga,A001_Link06,A,86.0,0.49291,33.298061,5.3,1,2,0,13.6,Reinforced Concrete,09,Bituminous,1960,2,2024-03-03,Jinja,Eastern,Jinja,A,,6
BRG-B862,ROAD OVER SUGARCANE PLANTATION,bridge,Kakira junction - Iganga,A001_Link06,A,86.0,0.50398,33.319271,5.4,1,2,0,13.2,Masonry,09,Bituminous,1960,2,2024-01-03,Jinja,Eastern,Jinja,A,,6
BRG-B863,MALAWA,bridge,Namutere - Busia,B308_Link01,B,16.5,0.58559,34.052441,20.3,2,2,1,11.0,Reinforced Concrete,01,Bituminous,1970,3,2024-05-02,Tororo,Eastern,Tororo,B,MALAWA,7
BRG-B864,KIGULI BRIDGE,bridge,Namagumba - Budadiri,C862_Link01,C,0,1.15105,34.370029,18.2,1,2,0,7.7,Steel Truss,01,Unsealed,0,4,2024-04-02,Mbale,Eastern,Mbale,C,SIRONKO,7
BRG-B865,LERESI,bridge,Nabumali junction-Busolwe,C833_Link01,C,34.5,0.92837,33.99033,26.0,1,2,0,9.5,Prestressed Concrete,01,Unsealed,0,2,2024-04-02,Tororo,Eastern,Tororo,C,MANAFA,7
BRG-B866,MANAFA,bridge,Tororo - Magodes - Nabumali,A007_Link02,A,4.0,0.93705,34.157761,26.4,1,2,0,10.6,Reinforced Concrete,01,Bituminous,1969,2,2023-12-04,Tororo,Eastern,Tororo,A,MAGODES,7
BRG-B867,BUWANGANI,bridge,Bubulo-Bududa Circle road,C867_Link02,C,28.3999996185303,1.00421,34.334431,6.4,1,2,0,7.8,Steel Girder,01,Unsealed,0,3,2023-03-09,Mbale,Eastern,Mbale,C,TSUTSU,4
BRG-B868,DOPETH,bridge,Kotido - Abim,B302_Link01,B,0,2.99895,34.029419,10.1,1,1,0,4.4,Masonry,Road over river,Unsealed,0,2,2024-04-02,Kotido,North Eastern,Kotido,B,,7
BRG-B869,AMETA BRIDGE,bridge,Abim - Kilak,B302_Link02,B,83.8209991455078,2.72251,33.547291,2.2,4,1,3,5.9,Steel Truss,01,Unsealed,0,3,2023-02-07,Kitgum,Northern,Kitgum,B,AGAGO RIVER,4
BRG-B870,WASITA,bridge,Namagumba - Budadiri,C862_Link01,C,18.3999996185303,1.16673,34.312031,15.0,1,2,0,4.6,Steel Composite,01,Unsealed,0,2,2023-12-04,Mbale,Eastern,Mbale,C,WASITA,7
BRG-B871,ROAD OVER RIVER,bridge,Kapchorwa-Suam,B304_Link02,B,7.0,1.41275,34.559341,19.5,1,2,0,17.0,Masonry,01,Bituminous,2023,4,2022-12-09,Mbale,Eastern,Mbale,B,,4
BRG-B872,SITI,bridge,Kapchorwa-Suam,B304_Link02,B,7.0,1.33643,34.662239,17.0,1,2,0,12.0,Masonry,01,Bituminous,2023,4,2023-06-07,Mbale,Eastern,Mbale,B,SITI,7
BRG-B873,GIRIK,bridge,Chepsikunya -Girik,C889_Link01,C,26.0,1.44837,34.718491,15.0,2,2,1,7.2,Timber,01,Unsealed,0,4,2023-05-08,Mbale,Eastern,Mbale,C,,7
BRG-B874,BUKWO,bridge,Kapchorwa-Suam,B304_Link02,B,0,1.28845,34.740051,24.0,1,2,0,14.0,Steel Truss,01,Bituminous,2023,5,2024-02-02,Mbale,Eastern,Mbale,B,,7
BRG-B877,SUAM BRIDGE,bridge,Kapchorwa-Suam,B304_Link02,B,0,1.21605,34.733608,6.8,2,1,1,4.7,Steel Girder,Road over river,Bituminous,2023,5,2024-01-03,Mbale,Eastern,Mbale,B,,0
BRG-B878,AMUDAT - LOROO,bridge,Lokitanyara-Loro-Amudat,C963_Link02,C,28.5,1.95968,34.942768,12.3,3,2,2,5.0,Steel Composite,01,Unsealed,0,2,2024-04-02,Moroto,North Eastern,Moroto,C,,7
BRG-B880,KOTIDO-KAILONG,bridge,Kotido - Abim,B302_Link01,B,5.30000019073486,2.99894,34.029388,21.0,1,1,0,5.0,Reinforced Concrete,01,Unsealed,0,3,2023-01-08,Kotido,North Eastern,Kotido,B,,6
BRG-B881,MUSUKULE,bridge,Rubongi - Mulanda,C844_Link01,C,16.0,0.69045,34.121719,4.0,1,1,0,4.5,Masonry,01,Unsealed,0,3,2023-09-05,Tororo,Eastern,Tororo,C,OSYA,3
BRG-B882,ADEYO,bridge,Mulanda - Nagongera,C836_Link02,C,26.0,0.71079,34.01453,4.0,1,1,0,4.2,Timber,01,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,,3
BRG-B883,OKAME,bridge,Tororo(Malaba junction) - Busia,B306_Link01,B,23.0,0.58299,34.138279,10.5,2,1,1,5.2,Steel Girder,01,Unsealed,0,2,2023-12-04,Tororo,Eastern,Tororo,B,OKAME,4
BRG-B884,AKATENYANI,bridge,Tororo(Malaba junction) - Busia,B306_Link01,B,23.0,0.582,34.13792,6.0,1,1,0,5.0,Timber,01,Unsealed,0,3,2022-12-09,Tororo,Eastern,Tororo,B,MALABA,5
BRG-B885,ANGOLO,bridge,Tororo(Malaba junction) - Busia,B306_Link01,B,24.0,0.5204,34.116741,4.0,1,1,0,5.0,Masonry,01,Unsealed,0,3,2023-06-07,Tororo,Eastern,Tororo,B,MALABA,4
BRG-B886,KWAKITEZA,bridge,Luwero-Kiwoko-Butalangu,C306_Link01,C,28.5,0.58573,34.13932,10.5,1,1,0,5.1,Timber,01,Unsealed,0,3,2023-02-07,Luwero,Central,Luwero,C,KWAKITEZA,4
BRG-B887,NATARACHA BRIDGE,bridge,Kapelimoru-Loyoro - Apaan,C992_Link01,C,0,3.31555,34.249451,53,1,2,0,7.3,Reinforced Concrete,Road over river,Unsealed,0,2,2023-06-07,Kotido,North Eastern,Kotido,C,,7
BRG-BM20-1,Namboole B1,bridge,Kampala NorthernBypass,M20,M,0,0.3484,32.6537,56,1,2,0,7.3,Masonry,Road over river,Bituminous,2008,4,2024-02-02,Kampala,Central,Kampala,M,,7
BRG-BM20-10,Old Kira road Over Bridge,bridge,Kampala NorthernBypass,M20,M,0,0.3692,32.6247,78,1,2,0,7.3,Timber,Road over river,Bituminous,2008,3,2023-01-08,Kampala,Central,Kampala,M,,7
BRG-BM20-11,Ntinda foot bridge,bridge,Kampala NorthernBypass,M20,M,0,0.3658,32.6108,34,1,2,0,7.3,Steel Girder,Road over river,Bituminous,2008,4,2022-09-10,Kampala,Central,Kampala,M,,7
BRG-BM20-12,Ntinda B1,bridge,Kampala NorthernBypass,M20,M,0,0.3651,32.6045,24,1,2,0,7.3,Steel Girder,Road over river,Bituminous,2008,5,2022-10-10,Kampala,Central,Kampala,M,,7
BRG-BM20-13,Ntinda B2,bridge,Kampala NorthernBypass,M20,M,0,0.3655,32.6051,26,1,2,0,7.3,Prestressed Concrete,Road over river,Bituminous,2008,5,2023-01-08,Kampala,Central,Kampala,M,,7
BRG-BM20-14,Bukoto-Kisasi over Bridge,bridge,Kampala NorthernBypass,M20,M,0,0.3587,32.5985,65,1,2,0,7.3,Reinforced Concrete,Road over river,Bituminous,2008,3,2023-07-07,Kampala,Central,Kampala,M,,7
BRG-BM20-15,Bukoto-Kyebando B1 RHS,bridge,Kampala NorthernBypass,M20,M,0,0.3525,32.5893,50,1,2,0,7.3,Timber,Road over river,Bituminous,2008,3,2023-10-05,Kampala,Central,Kampala,M,,7
BRG-BM20-16,Bukoto-Kyebando B1 LHS,bridge,Kampala NorthernBypass,M20,M,0,0.3526,32.5892,79,1,2,0,7.3,Steel Girder,Road over river,Bituminous,2008,3,2024-03-03,Kampala,Central,Kampala,M,,7
BRG-BM20-17,Bukoto-Kyebando B2 LHS,bridge,Kampala NorthernBypass,M20,M,0,0.3521,32.5889,54,1,2,0,7.3,Reinforced Concrete,Road over river,Bituminous,2008,4,2022-11-09,Kampala,Central,Kampala,M,,7
BRG-BM20-18,Bukoto-Kyebando B2 RHS,bridge,Kampala NorthernBypass,M20,M,0,0.3521,32.5889,55,1,2,0,7.3,Steel Truss,Road over river,Bituminous,2008,5,2023-03-09,Kampala,Central,Kampala,M,,7
BRG-BM20-19,Kyebando foot bridge,bridge,Kampala NorthernBypass,M20,M,0,0.3497,32.5866,21,1,2,0,7.3,Prestressed Concrete,Road over river,Bituminous,2008,5,2022-09-10,Kampala,Central,Kampala,M,,7
BRG-BM20-2,Namboole B2,bridge,Kampala NorthernBypass,M20,M,0,0.3488,32.6543,41,1,2,0,7.3,Timber,Road over river,Bituminous,2008,5,2023-01-08,Kampala,Central,Kampala,M,,7
