id,name,structure_type,road_name,road_number,road_class,chainage_km,latitude,longitude,span_length_m,no_of_spans,no_of_lanes,no_of_piers,width_m,material,crossing_type,surface_type,year_built,condition_rating,last_inspection_date,district,region,maintenance_station,functional_class,river,overall_rating
CUL-C715,Culvert C715,culvert,Kanyago Bridge - Kumi,B305_Link03,B,41.0,1.26921,33.872959,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-12-09,Soroti,North Eastern,Soroti,B,,9
CUL-C716,Culvert C716,culvert,Kanyago Bridge - Kumi,B305_Link03,B,41.0,1.27013,33.872879,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2024-02-02,Soroti,North Eastern,Soroti,B,,7
CUL-C717,Culvert C717,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86563,33.868408,1.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-06-07,Soroti,North Eastern,Soroti,B,,8
CUL-C718,Culvert C718,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86434,33.86414,1.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2024-01-03,Soroti,North Eastern,Soroti,B,,9
CUL-C719,Culvert C719,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86281,33.85981,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2024-05-02,Soroti,North Eastern,Soroti,B,,9
CUL-C720,Culvert C720,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.84548,33.671329,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2023-02-07,Soroti,North Eastern,Soroti,B,,9
CUL-C721,Culvert C721,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.86537,33.71022,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-05-08,Soroti,North Eastern,Soroti,B,,9
CUL-C723,Culvert C723,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86014,33.8521,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2024-03-03,Soroti,North Eastern,Soroti,B,,8
CUL-C724,Culvert C724,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86246,33.8587,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-10-05,Soroti,North Eastern,Soroti,B,,8
CUL-C725,Culvert C725,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,1.86542,33.711239,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2024-01-03,Soroti,North Eastern,Soroti,B,,8
CUL-C726,Culvert C726,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.86337,33.807739,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2022-09-10,Soroti,North Eastern,Soroti,B,,8
CUL-C727,Culvert C727,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.86327,33.802799,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2024-03-03,Soroti,North Eastern,Soroti,B,,9
CUL-C728,Culvert C728,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.86336,33.805531,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2022-08-11,Soroti,North Eastern,Soroti,B,,8
CUL-C729,Culvert C729,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.91312,34.027069,3.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2024-01-03,Soroti,North Eastern,Soroti,B,,8
CUL-C730,Culvert C730,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.91317,34.026878,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2022-09-10,Soroti,North Eastern,Soroti,B,,8
CUL-C731,Culvert C731,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.91321,34.026669,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2022-11-09,Soroti,North Eastern,Soroti,B,,8
CUL-C732,Culvert C732,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.91326,34.02652,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2022-11-09,Soroti,North Eastern,Soroti,B,,8
CUL-C733,Culvert C733,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.96699,34.09333,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2023-07-07,Soroti,North Eastern,Soroti,B,,8
CUL-C735,Culvert C735,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,2.00362,34.096581,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2022-10-10,Soroti,North Eastern,Soroti,B,,8
CUL-C736,Culvert C736,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,2.00416,34.097111,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2022-06-12,Soroti,North Eastern,Soroti,B,,8
CUL-C737,Culvert C737,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,1.96872,34.092789,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-02-07,Soroti,North Eastern,Soroti,B,,8
CUL-C751,Culvert C751,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.7999992370605,0.96904,33.73851,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-12-04,Jinja,Eastern,Jinja,A,,7
CUL-C753,Culvert C753,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.7999992370605,0.96775,33.738098,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,4,2024-02-02,Jinja,Eastern,Jinja,A,,8
CUL-C754,Culvert C754,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,46.0,0.9632,33.736629,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,5,2023-03-09,Jinja,Eastern,Jinja,A,,8
CUL-C755,Culvert C755,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.5,0.9558,33.734219,4.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-12-04,Jinja,Eastern,Jinja,A,,8
CUL-C756,Culvert C756,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,46.0,0.9505,33.732498,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,4,2022-08-11,Jinja,Eastern,Jinja,A,,8
CUL-C757,Culvert C757,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.5,0.88567,33.72316,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-12-04,Jinja,Eastern,Jinja,A,,9
CUL-C758,Culvert C758,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.7999992370605,0.73138,33.58873,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,5,2023-08-06,Jinja,Eastern,Jinja,A,,8
CUL-C759,Culvert C759,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.7999992370605,0.73115,33.58852,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-04-08,Jinja,Eastern,Jinja,A,,7
CUL-C760,Culvert C760,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,46.0,0.72923,33.586971,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-07-07,Jinja,Eastern,Jinja,A,,8
CUL-C761,Culvert C761,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,45.5999984741211,0.71701,33.577209,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,5,2023-09-05,Jinja,Eastern,Jinja,A,,7
CUL-C762,Culvert C762,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,46.0,0.71672,33.577,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,4,2023-06-07,Jinja,Eastern,Jinja,A,,8
CUL-C763,Culvert C763,culvert,Nakalama - Namutumba - Mpologoma bridge,A012_Link01,A,46.0,0.71567,33.576241,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1996,3,2023-02-07,Jinja,Eastern,Jinja,A,,8
CUL-C764,Culvert C764,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.63093,33.558899,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,2,2023-08-06,Jinja,Eastern,Jinja,A,,7
CUL-C765,Culvert C765,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.63096,33.55978,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,1,2024-03-03,Jinja,Eastern,Jinja,A,,8
CUL-C766,Culvert C766,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.61139,33.66777,1.7,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,2,2023-07-07,Jinja,Eastern,Jinja,A,,9
CUL-C767,Culvert C767,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.66961,33.669609,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,2,2024-02-02,Jinja,Eastern,Jinja,A,,8
CUL-C768,Culvert C768,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.6104,33.67152,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,2,2024-05-02,Jinja,Eastern,Jinja,A,,7
CUL-C769,Culvert C769,culvert,Nakalama - Bugiri - Namutere,A001_Link08,A,117.5,0.61029,33.671902,1.7,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1960,2,2024-02-02,Jinja,Eastern,Jinja,A,,6
CUL-C770,Culvert C770,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.54134,34.010811,3.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2023-12-04,Tororo,Eastern,Tororo,A,,8
CUL-C771,Culvert C771,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.56524,34.031391,3.6,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2024-02-02,Tororo,Eastern,Tororo,A,,7
CUL-C772,Culvert C772,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.58792,34.054932,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2024-03-03,Tororo,Eastern,Tororo,A,,6
CUL-C773,Culvert C773,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.58832,34.055359,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2024-05-02,Tororo,Eastern,Tororo,A,,8
CUL-C774,Culvert C774,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.58865,34.05584,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2024-01-03,Tororo,Eastern,Tororo,A,,7
CUL-C775,Culvert C775,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.58907,34.056301,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,1,2024-04-02,Tororo,Eastern,Tororo,A,,7
CUL-C776,Culvert C776,culvert,Busitema Junction - Tororo junction,A001_Link10,A,172.5,0.58977,34.056931,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1963,2,2023-07-07,Tororo,Eastern,Tororo,A,,8
CUL-C777,Culvert C777,culvert,Tororo - Magodes - Nabumali,A007_Link02,A,36.7000007629395,0.70448,34.1838,1.8,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1969,3,2023-07-07,Tororo,Eastern,Tororo,A,,7
CUL-C778,Culvert C778,culvert,Tororo - Magodes - Nabumali,A007_Link02,A,4.5,0.71601,34.184738,3.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1969,2,2023-09-05,Tororo,Eastern,Tororo,A,,7
CUL-C779,Culvert C779,culvert,Tororo - Magodes - Nabumali,A007_Link02,A,4.5,0.76905,34.176189,1.8,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1969,3,2023-12-04,Tororo,Eastern,Tororo,A,,9
CUL-C780,Culvert C780,culvert,Tororo - Magodes - Nabumali,A007_Link02,A,4.5,0.78678,34.175369,4.2,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1969,1,2024-02-02,Tororo,Eastern,Tororo,A,,9
CUL-C781,Culvert C781,culvert,Nyambogo - Iyolwa - Mulanda,C836_Link01,C,17.7999992370605,0.73882,34.018929,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-10-05,Tororo,Eastern,Tororo,C,,8
CUL-C782,Culvert C782,culvert,Nyambogo - Iyolwa - Mulanda,C836_Link01,C,172.5,0.6396,33.993771,1.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-04-08,Tororo,Eastern,Tororo,C,,7
CUL-C783,Culvert C783,culvert,Nalugugu - Elgon,C883_Link01,C,19.5,0.92708,33.987419,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2022-07-12,Mbale,Eastern,Mbale,C,,8
CUL-C784,Culvert C784,culvert,Doho - Namulo - Amuro,C839_Link01,C,13.5,0.92043,34.024044,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-12-04,Tororo,Eastern,Tororo,C,,7
CUL-C786,Culvert C786,culvert,Bubulo-Bududa Circle road,C867_Link02,C,15.5,0.96431,34.30167,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-07-07,Mbale,Eastern,Mbale,C,,7
CUL-C787,Culvert C787,culvert,Bubulo-Bududa Circle road,C867_Link02,C,15.0,1.05183,34.349522,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-01-08,Mbale,Eastern,Mbale,C,,6
CUL-C788,Culvert C788,culvert,Buseta - Bugiri,C891_Link01,C,7.5,0.92213,34.330898,2.2,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-04-08,Mbale,Eastern,Mbale,C,,8
CUL-C789,Culvert C789,culvert,Buseta - Bugiri,C891_Link01,C,7.5,0.92322,34.333229,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-06-07,Mbale,Eastern,Mbale,C,,7
CUL-C790,Culvert C790,culvert,Bubulo-Busumbu,C870_Link01,C,15.8000001907349,0.84318,34.27552,4.2,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-02-07,Mbale,Eastern,Mbale,C,,9
CUL-C791,Culvert C791,culvert,Bubulo-Busumbu,C870_Link01,C,15.8000001907349,0.93564,34.284481,6.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2023-09-05,Mbale,Eastern,Mbale,C,,8
CUL-C792,Culvert C792,culvert,Korir - Malera - Kumi,C927_Link02,C,50.0,1.37773,34.15173,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-06-07,Mbale,Eastern,Mbale,C,,8
CUL-C793,Culvert C793,culvert,Korir - Malera - Kumi,C927_Link02,C,12.0,1.3782,34.151531,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-09-05,Mbale,Eastern,Mbale,C,,8
CUL-C794,Culvert C794,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.39994,34.454479,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,4,2023-10-05,Mbale,Eastern,Mbale,B,,8
CUL-C795,Culvert C795,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.41421,34.541519,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,4,2024-03-03,Mbale,Eastern,Mbale,B,,9
CUL-C796,Culvert C796,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.41252,34.559891,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2022-10-10,Mbale,Eastern,Mbale,B,,9
CUL-C798,Culvert C798,culvert,Kanyago Bridge - Kumi,B305_Link03,B,41.7000007629395,1.2656,33.872631,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2024-01-03,Soroti,North Eastern,Soroti,B,,9
CUL-C799,Culvert C799,culvert,Kanyago Bridge - Kumi,B305_Link03,B,41.5,1.26482,33.872551,5.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2023-12-04,Soroti,North Eastern,Soroti,B,,9
CUL-C800,Culvert C800,culvert,Simu corner - Kaserem,C871_Link01,C,9.5,1.31073,34.33054,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-10-05,Mbale,Eastern,Mbale,C,,6
CUL-C801,Culvert C801,culvert,Kotido - Apaan - Kabong,B301_Link03,B,102.0,3.50504,34.149639,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-07-07,Kotido,North Eastern,Kotido,B,,7
CUL-C802,Culvert C802,culvert,Kotido - Apaan - Kabong,B301_Link03,B,102.0,3.66715,33.99358,1.2,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-10-05,Kotido,North Eastern,Kotido,B,,7
CUL-C804,Culvert C804,culvert,Angatun-Nabilatuk-Lokapel,C960_Link01,C,46.5,1.92787,34.56105,2.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2024-04-02,Moroto,North Eastern,Moroto,C,,7
CUL-C806,Culvert C806,culvert,Lokapel - Ariamoi,B300_Link05,B,162.5,2.41946,34.57967,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2016,5,2023-03-09,Moroto,North Eastern,Moroto,B,,9
CUL-C807,Culvert C807,culvert,Iriri - Akisim (Lorengechora) - Ariamoi - Nadunget,B303_Link03,B,90.5,2.4265,34.47245,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2019,4,2023-09-05,Moroto,North Eastern,Moroto,B,,8
CUL-C808,Culvert C808,culvert,Kokeris - Lopei,C967_Link01,C,17.5,2.48816,34.38163,0.9,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-01-03,Moroto,North Eastern,Moroto,C,,7
CUL-C809,Culvert C809,culvert,Kokeris - Lopei,C967_Link01,C,17.5,2.48823,34.381618,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2024-01-03,Moroto,North Eastern,Moroto,C,,8
CUL-C810,Culvert C810,culvert,Kokeris - Lopei,C967_Link01,C,17.5,2.49791,34.376148,2.4,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-01-03,Moroto,North Eastern,Moroto,C,,8
CUL-C811,Culvert C811,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,2.49964,34.375118,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-09-05,Soroti,North Eastern,Soroti,B,,6
CUL-C812,Culvert C812,culvert,Kokeris - Lopei,C967_Link01,C,17.5,2.50005,34.37479,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-09-05,Moroto,North Eastern,Moroto,C,,8
CUL-C813,Culvert C813,culvert,Kokeris - Lopei,C967_Link01,C,18.0,2.51331,34.36684,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-02-02,Moroto,North Eastern,Moroto,C,,7
CUL-C814,Culvert C814,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,8.0,2.51444,34.365971,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-07-07,Soroti,North Eastern,Soroti,B,,7
CUL-C815,Culvert C815,culvert,Kokeris - Lopei,C967_Link01,C,18.0,2.53514,34.36026,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-02-07,Moroto,North Eastern,Moroto,C,,8
CUL-C816,Culvert C816,culvert,Arapai - Katakwi - Iriri,B303_Link02,B,90.0,2.53604,34.36018,2.4,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2022-10-10,Soroti,North Eastern,Soroti,B,,8
CUL-C817,Culvert C817,culvert,Kokeris - Lopei,C967_Link01,C,17.5,2.53623,34.360199,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2024-02-02,Moroto,North Eastern,Moroto,C,,8
CUL-C818,Culvert C818,culvert,Kokeris - Lopei,C967_Link01,C,18.0,2.53677,34.360081,2.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-01-08,Moroto,North Eastern,Moroto,C,,8
CUL-C821,Culvert C821,culvert,Namalu - Chosan - Lokapel,B300_Link04,B,104.5,1.90946,34.729691,1.2,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,0,2,2023-09-05,Moroto,North Eastern,Moroto,B,,6
CUL-C823,Culvert C823,culvert,Iriri - Akisim (Lorengechora) - Ariamoi - Nadunget,B303_Link03,B,90.0,2.09735,34.222729,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2019,5,2022-09-10,Moroto,North Eastern,Moroto,B,,6
CUL-C824,Culvert C824,culvert,Amuria (Kuju) - Obalang,C941_Link01,C,33.0,2.33427,33.581291,2.1,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2024-04-02,Soroti,North Eastern,Soroti,C,,6
CUL-C825,Culvert C825,culvert,Amuria (Kuju) - Obalang,C941_Link01,C,33.0,2.3326,33.581799,2.2,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-10-05,Soroti,North Eastern,Soroti,C,,6
CUL-C826,Culvert C826,culvert,Soroti-Toroma,C964_Link01,C,37.0,1.72981,33.781879,2.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-09-05,Soroti,North Eastern,Soroti,C,,7
CUL-C827,Culvert C827,culvert,Soroti-Toroma,C964_Link01,C,37.0,1.72124,33.811741,2.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-08-06,Soroti,North Eastern,Soroti,C,,7
CUL-C829,Culvert C829,culvert,Kapchorwa-Suam,B304_Link02,B,7.5,1.33966,34.382511,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2024-04-02,Mbale,Eastern,Mbale,B,,8
CUL-C830,Culvert C830,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.33545,34.388561,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-09-05,Mbale,Eastern,Mbale,B,,8
CUL-C831,Culvert C831,culvert,Kapchorwa-Suam,B304_Link02,B,105.0,1.35789,34.390148,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2024-03-03,Mbale,Eastern,Mbale,B,,8
CUL-C832,Culvert C832,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.37464,34.400669,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2022-07-12,Mbale,Eastern,Mbale,B,,8
CUL-C833,Culvert C833,culvert,Kapchorwa-Suam,B304_Link02,B,7.0,1.38425,34.421261,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-06-07,Mbale,Eastern,Mbale,B,,8
CUL-C834,Culvert C834,culvert,Muyembe - Kaserem - Kapchorwa,B304_Link01,B,98.6999969482422,1.33153,34.357368,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2004,3,2024-02-02,Mbale,Eastern,Mbale,B,,8
CUL-C835,Culvert C835,culvert,Muyembe - Kaserem - Kapchorwa,B304_Link01,B,98.6999969482422,1.33054,34.324509,2.4,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2004,5,2023-09-05,Mbale,Eastern,Mbale,B,,7
CUL-C836,Culvert C836,culvert,Soroti - Dokolo,A007_Link06,A,149.0,1.74464,33.579552,1.8,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2009,5,2023-11-04,Soroti,North Eastern,Soroti,A,,8
CUL-C837,Culvert C837,culvert,Kumi - Soroti,A007_Link05,A,102.0,1.66492,33.763039,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1970,2,2023-06-07,Soroti,North Eastern,Soroti,A,,8
CUL-C838,Culvert C838,culvert,Kapir - Ngora,C930_Link01,C,20.0,1.59338,33.789131,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-11-04,Soroti,North Eastern,Soroti,C,,9
CUL-C839,Culvert C839,culvert,Munamba-Magale - Nangya,C870_Link03,C,49.5,0.88653,34.364349,2.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,,6
CUL-C840,Culvert C840,culvert,Iganga-Kitayungwa,C780_Link01,C,50.0,0.64542,33.413849,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-05-02,Jinja,Eastern,Jinja,C,,8
CUL-C841,Culvert C841,culvert,Kamonkoli-Pallisa,C860_Link01,C,43.5,1.1483,33.1483,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-10-05,Mbale,Eastern,Mbale,C,,9
CUL-C842,Culvert C842,culvert,Tirinyi - Pallisa,B305_Link01,B,0,1.10648,33.744171,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2023-10-05,Mbale,Eastern,Mbale,B,,9
CUL-C843,Culvert C843,culvert,Tirinyi - Pallisa,B305_Link01,B,0,1.11258,33.742592,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2022-08-11,Mbale,Eastern,Mbale,B,,6
CUL-C844,Culvert C844,culvert,Leresi-Bunghaji-Budaka,C849_Link01,C,13.5,0.9554,33.958599,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,,7
CUL-C845,Culvert C845,culvert,Leresi-Bunghaji-Budaka,C849_Link01,C,13.5,0.95811,33.957401,1.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2022-12-09,Tororo,Eastern,Tororo,C,,8
CUL-C846,Culvert C846,culvert,Leresi-Bunghaji-Budaka,C849_Link01,C,13.5,0.95923,33.957039,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-02-02,Tororo,Eastern,Tororo,C,,8
CUL-C847,Culvert C847,culvert,Kidoko - Kachonga,C838_Link02,C,19.5,0.94152,34.064629,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2022-12-09,Tororo,Eastern,Tororo,C,,7
CUL-C851,Culvert C851,culvert,Chosan to Amudat,C961_Link01,C,31.0,1.9404,34.8484,0.9,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-10-05,Moroto,North Eastern,Moroto,C,,7
CUL-C854,Culvert C854,culvert,Rubongi - Mulanda,C844_Link01,C,16.5,0.68644,34.048222,3.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,,7
CUL-C856,Culvert C856,culvert,Katine to Ochero,C924_Link01,C,70.0,1.83301,33.435799,3.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-02-07,Soroti,North Eastern,Soroti,C,,8
CUL-C858,Culvert C858,culvert,Kanyum - Kidongole,C879_Link02,C,0,1.2908,34.974209,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-10-05,Soroti,North Eastern,Soroti,C,,7
